"APPLIANCE","POOL","SHARE","PROJECT","EXPORT","DATACENTER"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS48_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS47_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS47_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS10_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS10_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE12_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE12_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS10_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS10_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS38_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS38_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS37_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS37_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPSFTP01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPSFTP01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS27_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS27_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS28_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS28_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS40_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS40_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS17_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS17_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS18_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS18_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS06_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS06_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS09_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS09_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS08_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS08_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS07_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS07_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS08_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS08_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS07_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS07_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS10_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS10_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS46_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS46_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS03_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS03_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS49_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS49_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS11_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS11_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE04_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE04_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS21_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS21_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS06_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS06_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS09_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS09_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE14_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE14_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS04_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS04_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS31_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS31_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS41_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS41_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS04_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS04_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS08_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS08_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS07_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS07_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS19_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS19_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS16_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS16_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS06_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS06_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS09_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MCDBPAS09_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS06_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS06_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS09_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS09_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE13_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE13_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS03_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS03_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS36_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS36_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS39_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS39_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS11_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS11_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE03_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE03_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS29_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS29_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS26_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS26_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS35_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS35_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS12_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS12_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS25_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS25_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS10_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS10_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS04_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS04_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS15_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS15_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS42_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS42_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS05_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS05_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS05_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS05_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS22_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS22_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS05_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS05_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE08_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE08_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE07_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE07_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS32_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS32_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS07_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS07_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS08_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS08_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS03_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS03_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS12_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS12_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS45_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS45_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS14_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS14_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS05_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS05_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS43_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS43_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS04_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS04_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS04_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS04_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS13_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS13_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS34_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS34_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE11_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE11_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS03_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS03_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS24_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS24_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS11_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","BCOMPAS11_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPSFTP02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPSFTP02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS03_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPAS03_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS03_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS03_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS12_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS12_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPWS01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","MIGPWS01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS13_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS13_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS02_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","SLPAS02_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS44_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS44_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS01_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","OAMPAS01_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS04_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CIMPAS04_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS23_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPAS23_ORACLOUD","ESIGENZE_EXALOGIC","root=@192.168.0.0/20","Bologna"
"BO1ZFSDBSS-M2043","POOL-01","CHFPFE06_ORACLOUD","ESIGENZE_EXALOGIC","rw","Bologna"
